ts_ssl,uid,id.orig_h_ssl,id.orig_p_ssl,id.resp_h_ssl,id.resp_p_ssl,version,cipher,curve,server_name,resumed,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,ja3,ja3s,ts_conn,id.orig_h_conn,id.orig_p_conn,id.resp_h_conn,id.resp_p_conn,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
7275.846253,COfCyL3NKuq9ZbIkKg,10.0.2.15,49322,209.197.3.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,maxcdn.bootstrapcdn.com,False,,True,CsxuknGIti,"['1e68a90730c5d89bac4cc744e8ad57ab36ff7052def8b7326cf6c99344b40bc7', '02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,656854b0e07f676ae44f8d559744be60,a9f50de6377ae7c6dbaabc53f089ac30,7275.824572,10.0.2.15,49322,209.197.3.15,443,tcp,ssl,7.577376999999615,1081.0,26041.0,SF,True,False,0,ShADadFRfr,17,1773,36,27485
7275.957636,CsJ4bj3NnK5zOHLsKf,10.0.2.15,49323,104.20.30.249,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,v4-alpha.getbootstrap.com,False,h2,True,CsxuknGIti,"['5a2ccf415ced5288c5a6b285c988eb674040991d78eacb981cb7fe0181cf6a07', 'cd6c108a0e641f2ca122aaa6d03f826759cae7c6f800eabf76dc48b67cd083ce', '9573862ac0b4b125168810ea3fd101ae2eb0bb15f61fc0e6da7a2a38b85a89e8']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,5ab786b2e48675c18157582c0b196d42,7275.945668,10.0.2.15,49323,104.20.30.249,443,tcp,ssl,7.4599889999999505,1128.0,6075.0,SF,True,False,0,ShADadFf,16,1780,21,6919
7276.286849,CSI2lO3H8f4hoFGFWa,10.0.2.15,49324,104.16.85.20,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdn.jsdelivr.net,False,,True,CsiI,nan,nan,,656854b0e07f676ae44f8d559744be60,eb1d94daa7e0344597e756a1fb6e7054,7276.272602,10.0.2.15,49324,104.16.85.20,443,tcp,ssl,7.132999000000382,1191.0,16762.0,SF,True,False,0,ShADadFf,20,2003,31,18006
7276.679828,CL7SAi3SV5zyNTJQc6,10.0.2.15,49320,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7274.803459,10.0.2.15,49320,52.18.63.80,443,tcp,ssl,8.620152999999846,1791.0,149424.0,SF,True,False,0,ShADadFf,51,3843,164,155988
7276.709976,C6fnfy3l3EM8EGQg1f,10.0.2.15,49327,104.16.85.20,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdn.jsdelivr.net,False,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,eb1d94daa7e0344597e756a1fb6e7054,7276.683579,10.0.2.15,49327,104.16.85.20,443,tcp,ssl,6.704056000000492,581.0,4629.0,RSTR,True,False,0,ShADadFRr,9,953,9,4993
7276.722985,CcvQlrjE0L9KGK7Qh,10.0.2.15,49326,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7276.683025,10.0.2.15,49326,52.18.63.80,443,tcp,ssl,6.739501000000018,2199.0,160144.0,SF,True,False,0,ShADadtFf,70,5011,187,169048
7276.719455,CJzFxJrfBWOgNZUa2,10.0.2.15,49328,209.197.3.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,maxcdn.bootstrapcdn.com,False,,True,CsxuknGIti,"['1e68a90730c5d89bac4cc744e8ad57ab36ff7052def8b7326cf6c99344b40bc7', '02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,a9f50de6377ae7c6dbaabc53f089ac30,7276.684278,10.0.2.15,49328,209.197.3.15,443,tcp,ssl,6.722224000000097,643.0,5511.0,SF,True,False,0,ShADadFfRr,10,1055,13,6035
7276.720372,CIPMsQGO0hjH52wT4,10.0.2.15,49329,209.197.3.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,maxcdn.bootstrapcdn.com,False,,True,CsxuknGIti,"['1e68a90730c5d89bac4cc744e8ad57ab36ff7052def8b7326cf6c99344b40bc7', '02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,a9f50de6377ae7c6dbaabc53f089ac30,7276.684624,10.0.2.15,49329,209.197.3.15,443,tcp,ssl,6.721849999999904,643.0,5511.0,SF,True,False,0,ShADadFfRr,10,1055,13,6035
7276.726707,CHE7US2hxyLMjBrfo5,10.0.2.15,49325,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7276.682339,10.0.2.15,49325,52.18.63.80,443,tcp,ssl,6.739478999999847,1396.0,14726.0,SF,True,False,0,ShADadFf,13,1928,22,15610
7276.760951,CkCk7b1rF0pYtez9Ua,10.0.2.15,49334,104.19.192.102,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdnjs.cloudflare.com,False,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,eb1d94daa7e0344597e756a1fb6e7054,7276.742324,10.0.2.15,49334,104.19.192.102,443,tcp,ssl,6.6639890000005835,932.0,8043.0,SF,True,False,0,ShADadFf,14,1504,19,8807
7276.728151,CvQww71WK1iK3XBwXe,10.0.2.15,49330,209.197.3.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,maxcdn.bootstrapcdn.com,False,,True,CsxuknGIti,"['1e68a90730c5d89bac4cc744e8ad57ab36ff7052def8b7326cf6c99344b40bc7', '02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,a9f50de6377ae7c6dbaabc53f089ac30,7276.68516,10.0.2.15,49330,209.197.3.15,443,tcp,ssl,6.726431000000048,643.0,5511.0,RSTO,True,False,0,ShADadFR,10,1055,12,5995
7276.761578,CVOKRn24dmnBatdlh5,10.0.2.15,49335,104.19.192.102,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdnjs.cloudflare.com,False,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,eb1d94daa7e0344597e756a1fb6e7054,7276.74386,10.0.2.15,49335,104.19.192.102,443,tcp,ssl,0.30951300000015103,581.0,4416.0,RSTO,True,False,0,ShADadFR,9,953,10,4820
7276.76222,CafBAL3lfABqEBxE9f,10.0.2.15,49336,104.19.192.102,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdnjs.cloudflare.com,False,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,eb1d94daa7e0344597e756a1fb6e7054,7276.744238,10.0.2.15,49336,104.19.192.102,443,tcp,ssl,0.30954999999994404,581.0,4417.0,RSTO,True,False,0,ShADadFR,9,953,10,4821
7276.765634,Cwokho3UlCpngn5BWc,10.0.2.15,49332,66.102.1.95,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,ajax.googleapis.com,False,h2,True,CsxknGIti,"['b3bfc681ef581b9e9fa02d3139a97818c396632710efb97c1c8a65dc43c479af', 'be0ccd54d4cecda1bd5e5d9ecc85a04c2c1f93a5220d77fde88fe9ad081f641b']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,7ce1896a8d7190ee334e3c8ea463b0c1,7276.739106,10.0.2.15,49332,66.102.1.95,443,tcp,ssl,6.678850000000239,1246.0,37261.0,SF,True,False,0,ShADadFf,23,2178,39,38825
7276.768575,C3xIew2vb0IxvomAV9,10.0.2.15,49333,66.102.1.95,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,ajax.googleapis.com,False,h2,True,CsxknGIti,"['b3bfc681ef581b9e9fa02d3139a97818c396632710efb97c1c8a65dc43c479af', 'be0ccd54d4cecda1bd5e5d9ecc85a04c2c1f93a5220d77fde88fe9ad081f641b']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,7ce1896a8d7190ee334e3c8ea463b0c1,7276.739594,10.0.2.15,49333,66.102.1.95,443,tcp,ssl,0.309947000000647,775.0,3049.0,RSTR,True,False,0,ShADadFRr,9,1147,9,3413
7276.770622,CVhJHKrzPu6DhnyB2,10.0.2.15,49331,66.102.1.95,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,ajax.googleapis.com,False,h2,True,CsxknGIti,"['b3bfc681ef581b9e9fa02d3139a97818c396632710efb97c1c8a65dc43c479af', 'be0ccd54d4cecda1bd5e5d9ecc85a04c2c1f93a5220d77fde88fe9ad081f641b']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,7ce1896a8d7190ee334e3c8ea463b0c1,7276.738702,10.0.2.15,49331,66.102.1.95,443,tcp,ssl,0.311554000000796,775.0,3049.0,RSTR,True,False,0,ShADadFRr,9,1147,9,3413
7277.03178,CX0BNW1XI9vONPCfDj,10.0.2.15,49338,45.33.109.129,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,www.clker.com,False,http/1.1,True,CsxknGIti,"['2f8d332ca5a4c4fb9091621ed898b236ecac6099dacef2352c99102887c3f1ee', '973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6', '3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb', 'c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,b898351eb5e266aefd3723d466935494,7276.858008,10.0.2.15,49338,45.33.109.129,443,tcp,ssl,6.531785999999556,1079.0,9474.0,SF,True,False,0,ShADadfFRr,15,1691,20,10278
7277.030842,CFM45e4LwVykbOYYDl,10.0.2.15,49337,45.33.109.129,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,www.clker.com,False,http/1.1,True,CsxknGIti,"['2f8d332ca5a4c4fb9091621ed898b236ecac6099dacef2352c99102887c3f1ee', '973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6', '3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb', 'c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,b898351eb5e266aefd3723d466935494,7276.857621,10.0.2.15,49337,45.33.109.129,443,tcp,ssl,6.531565999999657,643.0,5469.0,RSTR,True,False,0,ShADadFRr,10,1055,10,5873
7277.045537,CL4RwW39DnDnqguHqb,10.0.2.15,49339,45.33.109.129,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,www.clker.com,False,http/1.1,True,CsxknGIti,"['2f8d332ca5a4c4fb9091621ed898b236ecac6099dacef2352c99102887c3f1ee', '973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6', '3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb', 'c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,b898351eb5e266aefd3723d466935494,7276.858466,10.0.2.15,49339,45.33.109.129,443,tcp,ssl,6.531058000000485,643.0,5469.0,RSTR,True,False,0,ShADadFRr,11,1095,12,5953
7277.527149,CB8x2T2FMJISTBBfGj,10.0.2.15,49341,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7277.476858,10.0.2.15,49341,52.18.63.80,443,tcp,ssl,5.946734000000106,983.0,206019.0,SF,True,False,0,ShADadtFf,63,3515,219,216203
7307.775404,Cf9kkx1mm5GWhbaub7,10.0.2.15,49342,172.217.23.142,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,redirector.gvt1.com,False,h2,True,CsxknGIti,"['55d1550605b2f1da10945301b5d57a70e4b6b2104c6161aa7f3e77a02776aa81', '9b759d41e3de30f9d2f902027d792b65d950a98bbb6d6d56be7f2528453bf8e9', '3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0']",[],1.0,656854b0e07f676ae44f8d559744be60,2157c9e56433c78142661ce68e17a9ab,7307.755773,10.0.2.15,49342,172.217.23.142,443,tcp,ssl,240.09427899999991,987.0,5861.0,SF,True,False,0,ShADadTfF,20,1804,25,6865
7307.946394,CaeGIn4BGh41BYGjKc,10.0.2.15,49343,90.182.119.13,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,r2---sn-vufvj1-2gbe.gvt1.com,False,,True,CsxknGIti,"['b263dc190c102a96414ce4686ccba2b033b32eacbb48728697dba9056c635604', '9b759d41e3de30f9d2f902027d792b65d950a98bbb6d6d56be7f2528453bf8e9', '3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0']",[],1.0,656854b0e07f676ae44f8d559744be60,35889f68337a75a2070aeca19d4d187d,7307.933685,10.0.2.15,49343,90.182.119.13,443,tcp,ssl,61.698389000000134,1063.0,452318.0,RSTR,True,False,0,ShADadfr,159,7435,494,472082
7318.425069,C0BtU61G9Mq653mpXk,10.0.2.15,49344,66.102.1.94,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,www.gstatic.com,False,h2,True,CsxknGIti,"['5b310fdfe7009d1389aced9647b9b2caa25b17807351adeb46a1126c85ab370d', 'be0ccd54d4cecda1bd5e5d9ecc85a04c2c1f93a5220d77fde88fe9ad081f641b']",[],1.0,656854b0e07f676ae44f8d559744be60,2157c9e56433c78142661ce68e17a9ab,7318.398486,10.0.2.15,49344,66.102.1.94,443,tcp,ssl,240.1659039999995,977.0,6459.0,SF,True,False,0,ShADadTfF,18,1714,23,7383
7331.058666,CzvM5p4e7x3xLHsJHd,10.0.2.15,49345,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7331.017516,10.0.2.15,49345,52.18.63.80,443,tcp,ssl,138.68852200000038,3220.0,16760.0,RSTR,True,False,0,ShADadTfr,20,4034,35,18164
7503.563535,CeUMQI3aijotCaunt3,10.0.2.15,49346,172.217.22.106,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,safebrowsing.googleapis.com,False,h2,True,CsxknGIti,"['a1c2d6c1e4f88114d6569adfa2bf66e0cb824d8a18417d77796f6e6d211360f6', 'be0ccd54d4cecda1bd5e5d9ecc85a04c2c1f93a5220d77fde88fe9ad081f641b']",[],1.0,14eff09463c9d6dc6e14e954eba239c2,7ce1896a8d7190ee334e3c8ea463b0c1,7503.543307,10.0.2.15,49346,172.217.22.106,443,tcp,ssl,70.19322900000043,1764.0,33986.0,SF,True,False,0,ShADadTFf,24,2737,38,35510
7572.73474,CJfp0915zouauymVIh,10.0.2.15,49356,104.19.192.102,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdnjs.cloudflare.com,True,,True,CsiI,nan,nan,,48f7a629d1a22caed8a92cc3b680fb70,2b0648ab686ee45e0e7c35fcfb0eea7e,7572.72225,10.0.2.15,49356,104.19.192.102,443,tcp,ssl,0.9935780000005251,617.0,784.0,RSTO,True,False,0,ShADadFR,7,909,7,1068
7572.735466,CcLyJvpM1j06Bcg6a,10.0.2.15,49355,104.16.85.20,443,TLSv13-draft23,TLS_AES_128_GCM_SHA256,x25519,cdn.jsdelivr.net,False,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,eb1d94daa7e0344597e756a1fb6e7054,7572.720918,10.0.2.15,49355,104.16.85.20,443,tcp,ssl,0.994472999999743,581.0,4628.0,RSTR,True,False,0,ShADadFRr,9,953,9,4992
7572.790825,C1D4Pa30XnIBbmTTOl,10.0.2.15,49359,104.20.30.249,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,v4-alpha.getbootstrap.com,True,h2,True,CstiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,84480cf8cf0e732666092640e581e1a5,7572.732279,10.0.2.15,49359,104.20.30.249,443,tcp,ssl,0.9847079999999551,568.0,436.0,RSTR,True,False,0,ShADadFRr,8,900,7,720
7572.798735,CaCeut3qP2aoMwmTK4,10.0.2.15,49358,209.197.3.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,maxcdn.bootstrapcdn.com,True,http/1.1,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,d199ba0af2b08e204c73d6d81a1fd260,7572.731004,10.0.2.15,49358,209.197.3.15,443,tcp,ssl,1.009262999999919,568.0,187.0,RSTO,True,False,0,ShADadFR,6,820,6,431
7572.799751,Cw8QlS1V9rSDGeHIda,10.0.2.15,49357,209.197.3.15,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,maxcdn.bootstrapcdn.com,True,http/1.1,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,d199ba0af2b08e204c73d6d81a1fd260,7572.730465,10.0.2.15,49357,209.197.3.15,443,tcp,ssl,1.010511000000406,568.0,187.0,SF,True,False,0,ShADadFfRr,7,860,8,511
7572.789614,Crg9hynQwiW22q9n9,10.0.2.15,49347,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7572.703476,10.0.2.15,49347,52.18.63.80,443,tcp,ssl,1.049826000000393,1452.0,15326.0,SF,True,False,0,ShADadFf,16,2104,26,16370
7572.791972,CaqVc1EXu7a7laKjf,10.0.2.15,49351,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7572.704834,10.0.2.15,49351,52.18.63.80,443,tcp,ssl,1.042300999999497,568.0,137.0,SF,True,False,0,ShADadFf,6,820,6,381
7572.794222,Cb8HD126iwOIoKmY5,10.0.2.15,49348,52.18.63.80,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,canarytokens.org,True,,True,CsiI,nan,nan,,14eff09463c9d6dc6e14e954eba239c2,364ff14b04ef93c3b4cfa429d729c0d9,7572.703849,10.0.2.15,49348,52.18.63.80,443,tcp,ssl,1.044699999999466,568.0,137.0,SF,True,False,0,ShADadFf,6,820,6,381
