ts_ssl,uid,id.orig_h_ssl,id.orig_p_ssl,id.resp_h_ssl,id.resp_p_ssl,version,cipher,curve,resumed,established,ssl_history,cert_chain_fps,client_cert_chain_fps,ja3s,server_name,last_alert,next_protocol,sni_matches_cert,ja3,ts_conn,id.orig_h_conn,id.orig_p_conn,id.resp_h_conn,id.resp_p_conn,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
4425.40646,CGEbaD1ON5CiIRcqSj,192.168.1.130,49211,216.58.201.68,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['9c0315adacfd64f6019251c7cc5a704097d9c6ffb3888797b83c3d65cfbb601f', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.google.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4425.139866,192.168.1.130,49211,216.58.201.68,443,tcp,ssl,0.805861999999251,348.0,2363.0,RSTO,True,False,0,ShADadR,7,640,6,2615,1
4421.131933,CvXdko1MonLEPiAxH4,192.168.1.130,49192,216.58.201.68,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['9c0315adacfd64f6019251c7cc5a704097d9c6ffb3888797b83c3d65cfbb601f', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.google.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4420.873578,192.168.1.130,49192,216.58.201.68,443,tcp,ssl,0.7300050000003461,348.0,2121.0,RSTO,True,False,0,ShADadR,7,640,6,2373,1
4421.382842,C4mCxs4qdB7H9s9R7a,192.168.1.130,49196,216.58.201.66,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['5c19c451277a172efe3a50750ca929b90cebe296e9039e92fa0cfba05cbc6b7e', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.googleadservices.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4421.135803,192.168.1.130,49196,216.58.201.66,443,tcp,ssl,1.287457999999787,358.0,2141.0,RSTO,True,False,0,ShADadR,8,690,6,2393,1
4421.49715,CP6oNP1qDuEEQMwHIi,192.168.1.130,49199,216.58.201.74,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['1691315a086419adf1586e6d26627ed86d603480b3dcfb2eae0e6490dd85d4b8', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,fonts.googleapis.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4421.243461,192.168.1.130,49199,216.58.201.74,443,tcp,ssl,1.203311000000212,354.0,2241.0,RSTO,True,False,0,ShADadR,8,686,5,2453,1
4422.226684,CRn21CHsq9HfkkpVk,192.168.1.130,49201,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4421.901833,192.168.1.130,49201,35.162.179.12,443,tcp,ssl,1.214724000000387,214.0,2200.0,RSTO,True,False,0,ShADadR,7,506,5,2412,1
4423.235808,Cc1jpRZJWHpRWRs3j,192.168.1.130,49207,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4422.987612,192.168.1.130,49207,35.162.179.12,443,tcp,ssl,1.779631999999765,364.0,2200.0,RSTO,True,False,0,ShADadR,8,696,5,2412,1
4430.172286,CRJWEb3yR3QJJ1m3Kj,192.168.1.130,49221,2.18.34.201,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['c97eaf57eceea6a50d6aad3d8bd13abc63db8f738819e84ff77a171819db14d6', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,pics.pof.com,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4429.739996,192.168.1.130,49221,2.18.34.201,443,tcp,ssl,1.162585999999464,346.0,2420.0,RSTO,True,False,0,ShADadR,7,638,6,2672,1
4430.256798,CfzGSJ2Pwrgh51ebPj,192.168.1.130,49220,199.182.217.23,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['fe0bc7e974ae5f8e87541f511e0e3c7b1d4f036a83895cff085c3d4f0c57b29c', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,secure.pof.com,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4429.703038,192.168.1.130,49220,199.182.217.23,443,tcp,ssl,1.464263000000755,348.0,2369.0,RSTO,True,False,0,ShADadR,8,680,7,2661,1
4430.362991,CVsQiu4E2vR6xD6yA8,192.168.1.130,49223,2.18.34.201,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,[],[],b9bd7f629159de9b24f44d1bad01fda7,pics.pof.com,unknown_ca,http/1.1,,0ffee3ba8e615ad22535e7f771690a28,4429.847068,192.168.1.130,49223,2.18.34.201,443,tcp,,2.204917000000023,196.0,2748.0,RSTO,True,False,0,ShADadR,7,488,6,3000,1
4426.316382,CNWutA4rUxUYuFOf7,192.168.1.130,49213,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4426.060676,192.168.1.130,49213,35.162.179.12,443,tcp,ssl,1.225244999999631,214.0,2200.0,RSTO,True,False,0,ShADadR,6,462,5,2408,1
4431.752508,CP0v544lVDDhswL2ba,192.168.1.130,49235,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4431.522481,192.168.1.130,49235,35.162.179.12,443,tcp,ssl,1.598829000000478,364.0,3077.0,SF,True,False,0,ShADadFfR,8,696,7,3369,1
4431.652172,C63tsd48a2dANvMpbc,192.168.1.130,49233,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4431.423187,192.168.1.130,49233,35.162.179.12,443,tcp,ssl,1.789891999999781,364.0,2458.0,RSTO,True,False,0,ShADadR,8,696,7,2750,1
4432.662681,CHr9x42BMrb18izUmi,192.168.1.130,49241,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4432.192142,192.168.1.130,49241,35.162.179.12,443,tcp,ssl,1.59061500000007,364.0,2458.0,RSTO,True,False,0,ShADadR,7,656,6,2710,1
4433.946518,CK45sZ2MZJZuILqWdf,192.168.1.130,49245,31.13.64.21,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['37f027ac2331d4751e1671193d241c540b09490431781c1b8202e262fdcf239e', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,connect.facebook.net,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4433.689152,192.168.1.130,49245,31.13.64.21,443,tcp,ssl,1.097211999999672,354.0,2578.0,RSTO,True,False,0,ShADadR,7,646,6,2830,1
4434.255614,CJi0yad3pgZU1Fmjl,192.168.1.130,49248,216.58.201.78,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['64641cc95d543e627c48064f8ea4ed7ed48f0438a9e29721ff273478632ab661', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.google-analytics.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4433.948919,192.168.1.130,49248,216.58.201.78,443,tcp,ssl,1.067515999999159,358.0,2575.0,RSTO,True,False,0,ShADadR,7,650,6,2827,1
4430.382539,CdpjXp1n0JWQAio1Sa,192.168.1.130,49227,216.58.201.66,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['5c19c451277a172efe3a50750ca929b90cebe296e9039e92fa0cfba05cbc6b7e', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.googleadservices.com,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4430.048804,192.168.1.130,49227,216.58.201.66,443,tcp,ssl,0.823873999999705,208.0,2141.0,RSTO,True,False,0,ShADadR,6,460,5,2353,1
4429.87313,Co8AIHVGSEvXbKPa6,192.168.1.130,49217,2.18.34.201,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['c97eaf57eceea6a50d6aad3d8bd13abc63db8f738819e84ff77a171819db14d6', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,pics.pof.com,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4429.550583,192.168.1.130,49217,2.18.34.201,443,tcp,ssl,1.5027469999995442,346.0,2178.0,RSTO,True,False,0,ShADadR,8,678,6,2430,1
4435.632145,CGpinPm4tuCvXqIB7,192.168.1.130,49257,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4435.297894,192.168.1.130,49257,35.162.179.12,443,tcp,ssl,1.7164480000001272,364.0,2458.0,RSTO,True,False,0,ShADadRR,8,692,6,2706,1
4431.332487,CKvjs91m1Zq4kcUw26,192.168.1.130,49229,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4431.095717,192.168.1.130,49229,35.162.179.12,443,tcp,ssl,1.83752800000002,364.0,2200.0,RSTO,True,False,0,ShADadR,7,656,5,2412,1
4431.862275,CXqz8qKmZuChC7Vq5,192.168.1.130,49238,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4431.629996,192.168.1.130,49238,35.162.179.12,443,tcp,ssl,1.303741000000627,364.0,2200.0,RSTO,True,False,0,ShADadR,7,656,5,2412,1
4431.626308,CQ4icW30oio5dQ8K1g,192.168.1.130,49232,199.182.216.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['83a8319084edf46a641ed6f6654e297f7cbe02ff6a2ab5cdce10983b44ade38c', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,upload.plentyoffish.com,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4431.373902,192.168.1.130,49232,199.182.216.179,443,tcp,ssl,1.643309000000044,357.0,2145.0,RSTO,True,False,0,ShADadR,7,649,6,2397,1
4433.206776,CHjsQ62OWzTGa9lIyh,192.168.1.130,49226,2.18.34.201,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['c97eaf57eceea6a50d6aad3d8bd13abc63db8f738819e84ff77a171819db14d6', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,pics.pof.com,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4429.965255,192.168.1.130,49226,2.18.34.201,443,tcp,ssl,3.900732999999491,346.0,2178.0,RSTO,True,False,0,ShADadR,8,690,5,2390,1
4433.366512,CzcHdf1NjiQ3iYNVPh,192.168.1.130,49243,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4433.120439,192.168.1.130,49243,35.162.179.12,443,tcp,ssl,1.696481999999377,364.0,2200.0,RSTO,True,False,0,ShADadR,8,696,5,2412,1
4434.393409,C3K40h2jS7dScIWwMe,192.168.1.130,49250,216.58.201.72,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['b15499570f4f177f3120d7ecc1b4c07df2858c24fb2108754b54c2f34e21fc1a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.googletagmanager.com,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,4434.1649,192.168.1.130,49250,216.58.201.72,443,tcp,ssl,0.7673410000006691,208.0,2317.0,RSTO,True,False,0,ShADadR,6,460,5,2529,1
4434.397144,CTlYPk3NfER79m9ORk,192.168.1.130,49251,35.162.179.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['f1e38b519fdf45435c41cc8ff337b29fb197afd20677cf45680c3917fe0a417a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,4434.169825,192.168.1.130,49251,35.162.179.12,443,tcp,ssl,1.617949999999837,214.0,2200.0,RSTO,True,False,0,ShADadR,6,462,5,2408,1
